url,page_type,root_spelling,pitch_class,inferred_topics,review_note
https://www.pianochord.org/b-flat-altered.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b-flat-7minus9.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b-flat-7plus9.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b-flat-7plus11.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b-flat-13plus11.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b-flat-13minus9.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b7-sus.html,Unclassified,B,11,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b-add11.html,Unclassified,B,11,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bm-flat-alternative-bass.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b9-flat-sus.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b7-flat-sus.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b-flat-add11.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bm-flat-6-9.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bm6-9.html,Unclassified,B,11,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bminmaj7-flat.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bminmaj9-flat.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bm7-alternative-bass.html,Unclassified,B,11,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bminmaj7.html,Unclassified,B,11,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bminmaj9.html,Unclassified,B,11,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bm7-flat-m7b5.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/bm7-m7b5.html,Unclassified,B,11,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-alternative-bass.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cm-alternative-bass.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c7-alternative-bass.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c9-sus.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-altered.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c7minus9.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c7plus9.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c7plus11.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c13plus11.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c13minus9.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-sharp-altered.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-sharp-7minus9.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-sharp-7plus9.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-sharp-7plus11.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-sharp-13plus11.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-sharp-13minus9.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c7-sus.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-add11.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cm-sharp-alternative-bass.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c9-sharp-sus.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c7-sharp-sus.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-sharp-add11.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cm-sharp-6-9.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cm6-9.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cminmaj7-sharp.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cminmaj9-sharp.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cm7-alternative-bass.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cminmaj7.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cminmaj9.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cm7-sharp-m7b5.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/cm7-m7b5.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-alternative-bass.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm-alternative-bass.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d7-alternative-bass.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d9-sus.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-altered.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d7minus9.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d7plus9.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d13plus11.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d13minus9.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d7plus11.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-flat-altered.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-flat-7minus9.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-flat-7plus9.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-flat-7plus11.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-flat-13plus11.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-flat-13minus9.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-sharp-altered.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-sharp-7minus9.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-sharp-7plus9.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-sharp-7plus11.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-sharp-13plus11.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-sharp-13minus9.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d7-sus.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-add11.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm-flat-alternative-bass.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d9-flat-sus.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d7-flat-sus.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-flat-add11.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm-sharp-alternative-bass.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d9-sharp-sus.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d7-sharp-sus.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-sharp-add11.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm-flat-6-9.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm-sharp-6-9.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm6-9.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dminmaj7-flat.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dminmaj9-flat.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dminmaj7-sharp.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
