url,page_type,batch,origin_commit,origin_date,source_file,original_keyword_mapping,keyword_volume_at_introduction,reason_evidence,confidence
/chords/a-flat-m7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/a-flat-m7-flat5,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/a-flat-madd9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/a-flat-maj7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/a-flat-major,detail,ORIGINAL_MAPPED_OR_HUB,bdcc2e134b59c109fbdc7d78434474ddca8eb382,2026-09-11T20:45:39+08:00,src/lib/site-routes.ts,a flat chord piano,1000,"First Git definition from src/lib/site-routes.ts at bdcc2e134b59c109fbdc7d78434474ddca8eb382. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano reference content and update hero",MEDIUM
/chords/a-flat-sus2,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/a-flat-sus4,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/a-m7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/a-m7-flat5,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/a-madd9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/a-maj7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/a-major,detail,ORIGINAL_MAPPED_OR_HUB,f5367c6a087a042d0f82a981317c0182c63c6544,2026-09-10T19:27:03+08:00,src/lib/site-routes.ts,a chord piano,4400,"First Git definition from src/lib/site-routes.ts at f5367c6a087a042d0f82a981317c0182c63c6544. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish initial PianoGrid routes",MEDIUM
/chords/a-minor,detail,ORIGINAL_MAPPED_OR_HUB,f5367c6a087a042d0f82a981317c0182c63c6544,2026-09-10T19:27:03+08:00,src/lib/site-routes.ts,am piano chord,1900,"First Git definition from src/lib/site-routes.ts at f5367c6a087a042d0f82a981317c0182c63c6544. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish initial PianoGrid routes",MEDIUM
/chords/a-sus2,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/a-sus4,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/add,family,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2 at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/altered,family,COMPLETION_EXTENDED_ALTERED,f98e66e2819093920a394fdfc327ff94d5b3bacf,2026-09-14T09:11:09+08:00,docs/pianogrid-chords-completion,none in original URL-plan keyword file,UNKNOWN,"First Git definition from docs/pianogrid-chords-completion at f98e66e2819093920a394fdfc327ff94d5b3bacf. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: complete Chords v1 reference system",HIGH
/chords/augmented,family,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/b-7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/b-add9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/b-augmented,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/b-diminished,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/b-flat-7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/b-flat-add9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/b-flat-augmented,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/b-flat-diminished,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/b-flat-m7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/b-flat-m7-flat5,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/b-flat-madd9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/b-flat-maj7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/b-flat-major,detail,N1_MAJOR_MINOR_EXPANSION,4e3371e6aec6003671e00c2301d1193272cfd8b0,2026-09-12T07:20:13+08:00,docs/pianogrid-chords-next-expansion/04_details_next,none in original URL-plan keyword file,UNKNOWN,"First Git definition from docs/pianogrid-chords-next-expansion/04_details_next at 4e3371e6aec6003671e00c2301d1193272cfd8b0. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano chord reference pages",HIGH
/chords/b-flat-minor,detail,N1_MAJOR_MINOR_EXPANSION,4e3371e6aec6003671e00c2301d1193272cfd8b0,2026-09-12T07:20:13+08:00,docs/pianogrid-chords-next-expansion/04_details_next,none in original URL-plan keyword file,UNKNOWN,"First Git definition from docs/pianogrid-chords-next-expansion/04_details_next at 4e3371e6aec6003671e00c2301d1193272cfd8b0. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano chord reference pages",HIGH
/chords/b-flat-sus2,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/b-flat-sus4,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/b-m7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/b-m7-flat5,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/b-madd9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
