url,page_type,family,strict_spelling_topic_urls,enharmonic_candidate_urls,match_state,action
/chords/b-flat-add9,Detail,Add9,https://www.pianochord.org/b-flat-add.html,https://www.pianochord.org/a-sharp-add.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-augmented,Detail,Augmented,https://www.pianochord.org/b-flat-aug.html,https://www.pianochord.org/a-sharp-aug.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-diminished,Detail,Diminished,https://www.pianochord.org/b-flat-dim.html,https://www.pianochord.org/a-sharp-dim.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-m7,Detail,Minor 7,https://www.pianochord.org/bm7-flat.html,https://www.pianochord.org/am7-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/b-flat-m7b5.html,https://www.pianochord.org/a-sharp-m7b5.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-madd9,Detail,Minor Add9,https://www.pianochord.org/bm-flat-add.html,https://www.pianochord.org/am-sharp-add.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-maj7,Detail,Major 7,https://www.pianochord.org/bmaj7-flat.html,https://www.pianochord.org/amaj7-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-major,Detail,Major,https://www.pianochord.org/b-flat-major.html,https://www.pianochord.org/a-sharp-major.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-minor,Detail,Minor,https://www.pianochord.org/bm-flat.html,https://www.pianochord.org/am-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-sus2,Detail,Sus2,https://www.pianochord.org/b-flat-sus.html,https://www.pianochord.org/a-sharp-sus.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-flat-sus4,Detail,Sus4,https://www.pianochord.org/b-flat-sus.html,https://www.pianochord.org/a-sharp-sus.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-m7,Detail,Minor 7,https://www.pianochord.org/bm7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/bm7b5.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-madd9,Detail,Minor Add9,https://www.pianochord.org/bm-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-maj7,Detail,Major 7,https://www.pianochord.org/bmaj7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-major,Detail,Major,https://www.pianochord.org/b-major.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-minor,Detail,Minor,https://www.pianochord.org/bm.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-sus2,Detail,Sus2,https://www.pianochord.org/b-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/b-sus4,Detail,Sus4,https://www.pianochord.org/b-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-7,Detail,Dominant 7,https://www.pianochord.org/c7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-add9,Detail,Add9,https://www.pianochord.org/c-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-augmented,Detail,Augmented,https://www.pianochord.org/c-aug.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-diminished,Detail,Diminished,https://www.pianochord.org/c-dim.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-flat-major,Detail,Major,,https://www.pianochord.org/b-major.html,ENHARMONIC_ONLY_REVIEW_SPELLING,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-m7,Detail,Minor 7,https://www.pianochord.org/cm7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/cm7b5.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-madd9,Detail,Minor Add9,https://www.pianochord.org/cm-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-maj7,Detail,Major 7,https://www.pianochord.org/cmaj7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-major,Detail,Major,https://www.pianochord.org/c-major.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-minor,Detail,Minor,https://www.pianochord.org/cm.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-sharp-minor,Detail,Minor,https://www.pianochord.org/cm-sharp.html,https://www.pianochord.org/dm-flat.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-sus2,Detail,Sus2,https://www.pianochord.org/c-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/c-sus4,Detail,Sus4,https://www.pianochord.org/c-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-7,Detail,Dominant 7,https://www.pianochord.org/d7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-add9,Detail,Add9,https://www.pianochord.org/d-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-augmented,Detail,Augmented,https://www.pianochord.org/d-aug.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-diminished,Detail,Diminished,https://www.pianochord.org/d-dim.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-7,Detail,Dominant 7,https://www.pianochord.org/d7-flat.html,https://www.pianochord.org/c7-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-add9,Detail,Add9,https://www.pianochord.org/d-flat-add.html,https://www.pianochord.org/c-sharp-add.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-augmented,Detail,Augmented,https://www.pianochord.org/d-flat-aug.html,https://www.pianochord.org/c-sharp-aug.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-diminished,Detail,Diminished,https://www.pianochord.org/d-flat-dim.html,https://www.pianochord.org/c-sharp-dim.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-m7,Detail,Minor 7,https://www.pianochord.org/dm7-flat.html,https://www.pianochord.org/cm7-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/d-flat-m7b5.html,https://www.pianochord.org/c-sharp-m7b5.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-madd9,Detail,Minor Add9,https://www.pianochord.org/dm-flat-add.html,https://www.pianochord.org/cm-sharp-add.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-maj7,Detail,Major 7,https://www.pianochord.org/dmaj7-flat.html,https://www.pianochord.org/cmaj7-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-major,Detail,Major,https://www.pianochord.org/d-flat-major.html,https://www.pianochord.org/c-sharp-major.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-sus2,Detail,Sus2,https://www.pianochord.org/d-flat-sus.html,https://www.pianochord.org/c-sharp-sus.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-flat-sus4,Detail,Sus4,https://www.pianochord.org/d-flat-sus.html,https://www.pianochord.org/c-sharp-sus.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-m7,Detail,Minor 7,https://www.pianochord.org/dm7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/dm7b5.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-madd9,Detail,Minor Add9,https://www.pianochord.org/dm-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-maj7,Detail,Major 7,https://www.pianochord.org/dmaj7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-major,Detail,Major,https://www.pianochord.org/d-major.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-minor,Detail,Minor,https://www.pianochord.org/dm.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-sus2,Detail,Sus2,https://www.pianochord.org/d-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/d-sus4,Detail,Sus4,https://www.pianochord.org/d-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-7,Detail,Dominant 7,https://www.pianochord.org/e7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-add9,Detail,Add9,https://www.pianochord.org/e-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-augmented,Detail,Augmented,https://www.pianochord.org/e-aug.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-diminished,Detail,Diminished,https://www.pianochord.org/e-dim.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-7,Detail,Dominant 7,https://www.pianochord.org/e7-flat.html,https://www.pianochord.org/d7-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-add9,Detail,Add9,https://www.pianochord.org/e-flat-add.html,https://www.pianochord.org/d-sharp-add.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-augmented,Detail,Augmented,https://www.pianochord.org/e-flat-aug.html,https://www.pianochord.org/d-sharp-aug.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-diminished,Detail,Diminished,https://www.pianochord.org/e-flat-dim.html,https://www.pianochord.org/d-sharp-dim.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-m7,Detail,Minor 7,https://www.pianochord.org/em7-flat.html,https://www.pianochord.org/dm7-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/e-flat-m7b5.html,https://www.pianochord.org/d-sharp-m7b5.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-madd9,Detail,Minor Add9,https://www.pianochord.org/em-flat-add.html,https://www.pianochord.org/dm-sharp-add.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-maj7,Detail,Major 7,https://www.pianochord.org/emaj7-flat.html,https://www.pianochord.org/dmaj7-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-major,Detail,Major,https://www.pianochord.org/e-flat-major.html,https://www.pianochord.org/d-sharp-major.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-minor,Detail,Minor,https://www.pianochord.org/em-flat.html,https://www.pianochord.org/dm-sharp.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-sus2,Detail,Sus2,https://www.pianochord.org/e-flat-sus.html,https://www.pianochord.org/d-sharp-sus.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-flat-sus4,Detail,Sus4,https://www.pianochord.org/e-flat-sus.html,https://www.pianochord.org/d-sharp-sus.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-m7,Detail,Minor 7,https://www.pianochord.org/em7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/em7b5.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-madd9,Detail,Minor Add9,https://www.pianochord.org/em-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-maj7,Detail,Major 7,https://www.pianochord.org/emaj7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-major,Detail,Major,https://www.pianochord.org/e-major.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-minor,Detail,Minor,https://www.pianochord.org/em.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-sus2,Detail,Sus2,https://www.pianochord.org/e-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/e-sus4,Detail,Sus4,https://www.pianochord.org/e-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-7,Detail,Dominant 7,https://www.pianochord.org/f7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-add9,Detail,Add9,https://www.pianochord.org/f-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-augmented,Detail,Augmented,https://www.pianochord.org/f-aug.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-diminished,Detail,Diminished,https://www.pianochord.org/f-dim.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-m7,Detail,Minor 7,https://www.pianochord.org/fm7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/fm7b5.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-madd9,Detail,Minor Add9,https://www.pianochord.org/fm-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-maj7,Detail,Major 7,https://www.pianochord.org/fmaj7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-major,Detail,Major,https://www.pianochord.org/f-major.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-minor,Detail,Minor,https://www.pianochord.org/fm.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-7,Detail,Dominant 7,https://www.pianochord.org/f7-sharp.html,https://www.pianochord.org/g7-flat.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-add9,Detail,Add9,https://www.pianochord.org/f-sharp-add.html,https://www.pianochord.org/g-flat-add.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-augmented,Detail,Augmented,https://www.pianochord.org/f-sharp-aug.html,https://www.pianochord.org/g-flat-aug.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-diminished,Detail,Diminished,https://www.pianochord.org/f-sharp-dim.html,https://www.pianochord.org/g-flat-dim.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-m7,Detail,Minor 7,https://www.pianochord.org/fm7-sharp.html,https://www.pianochord.org/gm7-flat.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/f-sharp-m7b5.html,https://www.pianochord.org/g-flat-m7b5.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-madd9,Detail,Minor Add9,https://www.pianochord.org/fm-sharp-add.html,https://www.pianochord.org/gm-flat-add.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-maj7,Detail,Major 7,https://www.pianochord.org/fmaj7-sharp.html,https://www.pianochord.org/gmaj7-flat.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-major,Detail,Major,https://www.pianochord.org/f-sharp-major.html,https://www.pianochord.org/g-flat-major.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-minor,Detail,Minor,https://www.pianochord.org/fm-sharp.html,https://www.pianochord.org/gm-flat.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-sus2,Detail,Sus2,https://www.pianochord.org/f-sharp-sus.html,https://www.pianochord.org/g-flat-sus.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sharp-sus4,Detail,Sus4,https://www.pianochord.org/f-sharp-sus.html,https://www.pianochord.org/g-flat-sus.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sus2,Detail,Sus2,https://www.pianochord.org/f-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/f-sus4,Detail,Sus4,https://www.pianochord.org/f-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-7,Detail,Dominant 7,https://www.pianochord.org/g7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-add9,Detail,Add9,https://www.pianochord.org/g-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-augmented,Detail,Augmented,https://www.pianochord.org/g-aug.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-diminished,Detail,Diminished,https://www.pianochord.org/g-dim.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-m7,Detail,Minor 7,https://www.pianochord.org/gm7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
