url,lastmod,source_sitemap,page_type,root_spelling,pitch_class,inferred_topics,evidence
https://www.pianochord.org/a-flat.html,,https://www.pianochord.org/sitemap.xml,Root hub,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-filter.html,,https://www.pianochord.org/sitemap.xml,Root collection,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-major.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Major,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Minor,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-flat-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a7-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Dominant 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-extended.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Dominant 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a9-flat-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Dominant 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Dominant 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Power chord,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-sus.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Sus2;Sus4,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a7-flat-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-dim.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Diminished,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-dim7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Diminished 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-aug.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Augmented,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-aug7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Augmented 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-flat-add11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp.html,,https://www.pianochord.org/sitemap.xml,Root hub,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-filter.html,,https://www.pianochord.org/sitemap.xml,Root collection,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-major.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Major,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Minor,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-sharp-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a7-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Dominant 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-extended.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Dominant 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a9-sharp-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Dominant 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Dominant 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Power chord,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-sus.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Sus2;Sus4,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a7-sharp-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-dim.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Diminished,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-dim7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Diminished 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-aug.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Augmented,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-aug7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Augmented 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/a-sharp-add11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-flat-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Minor Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-sharp-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Minor Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am6-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Minor 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am6-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Minor 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am6.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Minor 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-flat-6-9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-sharp-6-9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am6-9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A,9,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am7-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Minor 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/aminmaj7-flat.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/aminmaj9-flat.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Ab,8,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am7-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Minor 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/aminmaj7-sharp.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/aminmaj9-sharp.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Minor 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am7-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A,9,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/aminmaj7.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A,9,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/aminmaj9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A,9,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am7-sharp-m7b5.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A#,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am7-m7b5.html,,https://www.pianochord.org/sitemap.xml,Unclassified,A,9,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj7-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Major 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj7-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Major 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Major 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj9-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Major 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj9-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Major 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj9.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Major 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am9-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Minor 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am9-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Minor 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am9.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Minor 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am11-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Minor 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am11-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Minor 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Minor 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Major 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj11-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Major 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj11-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Major 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am13-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Minor 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
