url	keyword	role	source_group_id	historical_volume_us	volume_status	coverage	limits	evidence_status
/chords	piano chords sheet	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano chords table	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	all chords on piano	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	PARTIAL_19_TRIADS_NOT_ALL_CHORDS	[已核实] baseline mapping
/chords	full piano chord chart	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	PARTIAL_19_TRIADS_NOT_ALL_CHORDS	[已核实] baseline mapping
/chords	keyboard chords piano	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano chords	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano chords chart pdf	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	FIXED_PDF_HAS_NINE_CHORDS_LIVE_CHART_HAS_19	[已核实] baseline mapping
/chords	minor chords piano	baseline_variant_or_same_page_task	P154		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	major chords piano	baseline_variant_or_same_page_task	P158		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	power chords piano	baseline_variant_or_same_page_task	P168		not supplied / not measured	pending_or_partial	NEEDS_NEW_CHORD_VOCABULARY_NOT_DELIVERED	[已核实] baseline mapping
/chords	piano chord chart 7th	baseline_variant_or_same_page_task	P170		not supplied / not measured	pending_or_partial	NEEDS_NEW_CHORD_VOCABULARY_NOT_DELIVERED	[已核实] baseline mapping
/chords	piano chord chart jazz	baseline_variant_or_same_page_task	P171		not supplied / not measured	pending_or_partial	NEEDS_NEW_CHORD_VOCABULARY_NOT_DELIVERED	[已核实] baseline mapping
/chords	major and minor chords piano	baseline_variant_or_same_page_task	P238		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	how to read a piano chord chart?	baseline_variant_or_same_page_task	P247		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	easy piano chord chart	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano chord chart for beginners	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	printable piano chord chart	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano chord chart pdf	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	FIXED_PDF_HAS_NINE_CHORDS_LIVE_CHART_HAS_19	[已核实] baseline mapping
/chords	piano chord sheet printable	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano chords pdf	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	FIXED_PDF_HAS_NINE_CHORDS_LIVE_CHART_HAS_19	[已核实] baseline mapping
/chords	free piano chord chart	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	free piano chord chart printable pdf	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	FIXED_PDF_HAS_NINE_CHORDS_LIVE_CHART_HAS_19	[已核实] baseline mapping
/chords	how many piano chords are there	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	pdf piano chords chart	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	FIXED_PDF_HAS_NINE_CHORDS_LIVE_CHART_HAS_19	[已核实] baseline mapping
/chords	piano chord chart for beginners pdf	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	FIXED_PDF_HAS_NINE_CHORDS_LIVE_CHART_HAS_19	[已核实] baseline mapping
/chords	piano chord chart with finger position pdf	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	FIXED_PDF_HAS_NINE_CHORDS_LIVE_CHART_HAS_19	[已核实] baseline mapping
/chords	piano chords chart	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano chords for beginners pdf	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	FIXED_PDF_HAS_NINE_CHORDS_LIVE_CHART_HAS_19	[已核实] baseline mapping
/chords	what are all the chords on piano?	baseline_variant_or_same_page_task	P148		not supplied / not measured	pending_or_partial	PARTIAL_19_TRIADS_NOT_ALL_CHORDS	[已核实] baseline mapping
/chords	what are the 12 chords for piano?	baseline_variant_or_same_page_task	P148		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	minor chords on the piano	baseline_variant_or_same_page_task	P154		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	minor piano chords	baseline_variant_or_same_page_task	P154		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	minor piano chord	baseline_variant_or_same_page_task	P154		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano minor chords	baseline_variant_or_same_page_task	P154		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	piano major chords	baseline_variant_or_same_page_task	P158		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	major piano chords	baseline_variant_or_same_page_task	P158		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	major chords in piano	baseline_variant_or_same_page_task	P158		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	major chord piano	baseline_variant_or_same_page_task	P158		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	major piano chord	baseline_variant_or_same_page_task	P158		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	major chords piano cheat sheet	baseline_variant_or_same_page_task	P158		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	major and minor chords for piano	baseline_variant_or_same_page_task	P238		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords	how to use the chord chart	baseline_variant_or_same_page_task	P247		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	am piano chord	primary	P151	1900	original supplied estimate, not current	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	am on piano chord	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	a minor piano chord	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	a minor chord on piano	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	a minor chords piano	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	am chord on piano	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	am in piano	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	piano a minor chord	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	a minor chord for piano	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-minor	a minor chord piano	baseline_variant_or_same_page_task	P151		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-major	a chord piano	primary	P149	4400	original supplied estimate, not current	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-major	a piano chord	baseline_variant_or_same_page_task	P149		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-major	a major chord piano	baseline_variant_or_same_page_task	P149		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-major	a major piano chord	baseline_variant_or_same_page_task	P149		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-major	a chord on piano	baseline_variant_or_same_page_task	P149		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-major	a chords piano	baseline_variant_or_same_page_task	P149		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/a-major	a chord inversions piano pdf	baseline_variant_or_same_page_task	P149		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/c-major	c chords piano	primary	P163	480	original supplied estimate, not current	existing_content_evidence_only		[已核实] baseline mapping
/chords/c-major	c chord piano	baseline_variant_or_same_page_task	P163		not supplied / not measured	existing_content_evidence_only		[已核实] baseline mapping
/chords/g-major	g chord piano	primary	P169		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/g-major	g major piano chord notes	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/g-major	g major piano chord inversions	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/g-major	g major chord left hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/g-major	g major chord right hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/c-minor	c minor in piano	primary	P166	260	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/chords/c-minor	c minor piano chord notes	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/c-minor	c minor piano chord inversions	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/c-minor	c minor chord left hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/c-minor	c minor chord right hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/e-major	piano e chord	primary	P162	590	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/chords/e-major	e major piano chord notes	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/e-major	e major piano chord inversions	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/e-major	e major chord left hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/e-major	e major chord right hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/b-major	b chord piano	primary	P150	3600	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	b piano chord	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	b major chord in piano	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	b major chords on piano	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	chord b on piano	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	b chord on piano	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	b chord on the piano	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	b major piano chord	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	b chords piano	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	piano chord b	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	piano chords b major	baseline_variant_or_same_page_task	P150		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/b-major	b major piano chord notes	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/b-major	b major piano chord inversions	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/b-major	b major chord left hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/b-major	b major chord right hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/a-flat-major	a flat chord piano	primary	P155	1000	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/chords/a-flat-major	a flat piano chord	baseline_variant_or_same_page_task	P155		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/a-flat-major	ab chord on piano	baseline_variant_or_same_page_task	P155		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/a-flat-major	a flat chords piano	baseline_variant_or_same_page_task	P155		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/a-flat-major	piano a flat chord	baseline_variant_or_same_page_task	P155		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/a-flat-major	ab chord piano	baseline_variant_or_same_page_task	P155		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/a-flat-major	ab piano chord	baseline_variant_or_same_page_task	P155		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/a-flat-major	a flat major piano chord notes	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/a-flat-major	a flat major piano chord inversions	proposed_semantic_variant			not supplied / not measured	prepared_not_implemented		[推断] semantic expansion
/chords/a-flat-major	a flat major chord left hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/a-flat-major	a flat major chord right hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING	[推断] semantic expansion
/chords/c-flat-major	cb piano chord	primary	P167	260	original supplied estimate, not current	pending_or_partial	ROOT_FINGERING_NOT_READY	[已核实] baseline mapping
/chords/c-flat-major	c flat major piano chord notes	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_FINGERING_NOT_READY	[推断] semantic expansion
/chords/c-flat-major	c flat major piano chord inversions	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_FINGERING_NOT_READY	[推断] semantic expansion
/chords/c-flat-major	c flat major chord left hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING; ROOT_FINGERING_NOT_READY	[推断] semantic expansion
/chords/c-flat-major	c flat major chord right hand	proposed_semantic_variant			not supplied / not measured	pending_or_partial	ROOT_EXAMPLE_ONLY_NO_UNIVERSAL_FINGERING; ROOT_FINGERING_NOT_READY	[推断] semantic expansion
/guide/piano-chords	how to play chords on piano	primary	P220	1900	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	piano playing by chords	baseline_variant_or_same_page_task	P220		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	basic piano chords	baseline_variant_or_same_page_task	P225		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	piano chord transitions	baseline_variant_or_same_page_task	P242		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	chord structure piano	baseline_variant_or_same_page_task	P220		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	piano chord shapes	baseline_variant_or_same_page_task	P220		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	easy piano chords	baseline_variant_or_same_page_task	P225		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	piano keyboard chords for beginners	baseline_variant_or_same_page_task	P225		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	piano basic chords	baseline_variant_or_same_page_task	P225		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	piano beginner chords	baseline_variant_or_same_page_task	P225		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	basic piano chord	baseline_variant_or_same_page_task	P225		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	keyboard piano chords beginner	baseline_variant_or_same_page_task	P225		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/guide/piano-chords	piano chords chart for beginners	baseline_variant_or_same_page_task	P225		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/keyboard-notes/finger-numbers	piano fingering chart	primary	P126	1300	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/keyboard-notes/finger-numbers	piano finger chart	baseline_variant_or_same_page_task	P126		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords of key	primary	P152	1900	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	major key chords	baseline_variant_or_same_page_task	P152		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in a key	baseline_variant_or_same_page_task	P152		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	key chord chart	baseline_variant_or_same_page_task	P152		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	key chords	baseline_variant_or_same_page_task	P152		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in key	baseline_variant_or_same_page_task	P152		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	key and chord chart	baseline_variant_or_same_page_task	P152		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in g major scale piano	baseline_variant_or_same_page_task	P156		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	d major scale piano chords	baseline_variant_or_same_page_task	P157		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	c major scale chords piano	baseline_variant_or_same_page_task	P159		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	piano chords in e	baseline_variant_or_same_page_task	P160		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	piano chords in a	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	key of f chords piano	baseline_variant_or_same_page_task	P164		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	d minor scale piano chords	baseline_variant_or_same_page_task	P165		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	g major scale piano chords	baseline_variant_or_same_page_task	P156		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	piano chords in key of g	baseline_variant_or_same_page_task	P156		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	key of g piano chords	baseline_variant_or_same_page_task	P156		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	key of g chords piano	baseline_variant_or_same_page_task	P156		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in the key of g piano	baseline_variant_or_same_page_task	P156		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	d major scale chords piano	baseline_variant_or_same_page_task	P157		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	c major scale piano chords	baseline_variant_or_same_page_task	P159		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in the key of c piano	baseline_variant_or_same_page_task	P159		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	piano chords in the key of c	baseline_variant_or_same_page_task	P159		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	e major scale chords piano	baseline_variant_or_same_page_task	P160		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in the key of a	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords of a major key	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	a major key chords	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in the key of a major	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	a major scale chords	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords for the key of a	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords key a	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	key of a chords	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in key of a	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in the a major scale	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords for key of a	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords in key a	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	chords for a major	baseline_variant_or_same_page_task	P161		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	f major scale chords piano	baseline_variant_or_same_page_task	P164		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	key of f piano chords	baseline_variant_or_same_page_task	P164		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/by-key	piano chords in the key of f	baseline_variant_or_same_page_task	P164		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	piano chord progressions	primary	P173	1600	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	piano chords and progressions	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	chord progressions piano	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	piano chord sequences	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	piano progressions	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	chord patterns piano	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	piano progression chords	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	chord progression piano	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	piano chord progression	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	common chord progressions	baseline_variant_or_same_page_task	P172		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	c major chord progressions	baseline_variant_or_same_page_task	P174		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	common chord progressions key of e	baseline_variant_or_same_page_task	P175		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	a major chord progression	baseline_variant_or_same_page_task	P176		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	beautiful chord progressions piano	baseline_variant_or_same_page_task	P177		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	happy chord progressions	baseline_variant_or_same_page_task	P178		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	what are chord progressions	baseline_variant_or_same_page_task	P237		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	popular chord progressions	baseline_variant_or_same_page_task	P172		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	most common chord progressions	baseline_variant_or_same_page_task	P172		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	famous chord progressions	baseline_variant_or_same_page_task	P172		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	common chord patterns	baseline_variant_or_same_page_task	P172		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	common chord sequences	baseline_variant_or_same_page_task	P172		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	most common chord progression	baseline_variant_or_same_page_task	P172		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	popular chord progression	baseline_variant_or_same_page_task	P172		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	chord sequences	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
