url,page_type,template_id,source_of_inventory,environment,actual_http_status,final_url,canonical_raw,canonical_rendered,meta_robots,x_robots_tag,in_sitemap,core_content_raw_html,core_content_rendered,core_content_no_js,contextual_internal_links,page_task,content_issues,resource_issues,issue_ids,index_status,index_evidence_date,last_crawl,verdict,action,evidence_path
"/chords/a-major","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-major","https://pianogrid.com/chords/a-major","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","no change from this audit","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-minor","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-minor","https://pianogrid.com/chords/a-minor","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","SEE_BROWSER_EVIDENCE","SEE_BROWSER_EVIDENCE","NOT_VERIFIED","original seven-page repair","confirmed issue addressed locally; see issue IDs","NOT_VERIFIED","F05","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","ENHANCE_SPECIFIC","local fix; pending manual acceptance and release","checks/indexing-quality-v2/browser-evidence.json"
"/chords/a-sus2","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-sus2","https://pianogrid.com/chords/a-sus2","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/a-sus4","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/a-sus4","https://pianogrid.com/chords/a-sus4","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/add","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/add","https://pianogrid.com/chords/add","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","SEE_BROWSER_EVIDENCE","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","NOT_VERIFIED","V02","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/browser-evidence.json"
"/chords/altered","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/altered","https://pianogrid.com/chords/altered","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","SEE_BROWSER_EVIDENCE","SEE_BROWSER_EVIDENCE","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","NOT_VERIFIED","N03","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/browser-evidence.json"
"/chords/augmented","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/augmented","https://pianogrid.com/chords/augmented","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","SEE_BROWSER_EVIDENCE","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","NOT_VERIFIED","V02","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/browser-evidence.json"
"/chords/b-7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-7","https://pianogrid.com/chords/b-7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-add9","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-add9","https://pianogrid.com/chords/b-add9","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-augmented","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-augmented","https://pianogrid.com/chords/b-augmented","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-diminished","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-diminished","https://pianogrid.com/chords/b-diminished","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-7","https://pianogrid.com/chords/b-flat-7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-add9","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-add9","https://pianogrid.com/chords/b-flat-add9","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-augmented","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-augmented","https://pianogrid.com/chords/b-flat-augmented","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-diminished","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-diminished","https://pianogrid.com/chords/b-flat-diminished","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-m7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-m7","https://pianogrid.com/chords/b-flat-m7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-m7-flat5","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-m7-flat5","https://pianogrid.com/chords/b-flat-m7-flat5","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-madd9","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-madd9","https://pianogrid.com/chords/b-flat-madd9","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-maj7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-maj7","https://pianogrid.com/chords/b-flat-maj7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-major","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-major","https://pianogrid.com/chords/b-flat-major","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","SEE_BROWSER_EVIDENCE","SEE_BROWSER_EVIDENCE","NOT_VERIFIED","original seven-page repair","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F06","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","ENHANCE_SPECIFIC","local fix; pending manual acceptance and release","checks/indexing-quality-v2/browser-evidence.json"
"/chords/b-flat-minor","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-minor","https://pianogrid.com/chords/b-flat-minor","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-sus2","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-sus2","https://pianogrid.com/chords/b-flat-sus2","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-flat-sus4","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-flat-sus4","https://pianogrid.com/chords/b-flat-sus4","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-m7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-m7","https://pianogrid.com/chords/b-m7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-m7-flat5","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-m7-flat5","https://pianogrid.com/chords/b-m7-flat5","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-madd9","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-madd9","https://pianogrid.com/chords/b-madd9","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
"/chords/b-maj7","chord","chord route","current local sitemap.xml","LOCAL_BUILD","200","http://127.0.0.1:3047/chords/b-maj7","https://pianogrid.com/chords/b-maj7","NOT_VERIFIED","index, follow","NONE","YES","PRESENT","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","shared-defect regression","confirmed issue addressed locally; see issue IDs","chord PDF regenerated and scanned","F04|F07","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","FIX_SHARED","local fix; pending manual acceptance and release","checks/indexing-quality-v2/technical-summary.json"
