kind,url,issue_ids,verdict
"HTML","/chords/d-flat-madd9","F04|F07","FIX_SHARED"
"HTML","/chords/d-flat-maj7","F04|F07","FIX_SHARED"
"HTML","/chords/d-flat-major","F04","FIX_SHARED"
"HTML","/chords/d-flat-sus2","F04|F07","FIX_SHARED"
"HTML","/chords/d-flat-sus4","F04|F07","FIX_SHARED"
"HTML","/chords/d-m7","F04|F07","FIX_SHARED"
"HTML","/chords/d-m7-flat5","F04|F07","FIX_SHARED"
"HTML","/chords/d-madd9","F04|F07","FIX_SHARED"
"HTML","/chords/d-maj7","F04|F07","FIX_SHARED"
"HTML","/chords/d-major","F04","FIX_SHARED"
"HTML","/chords/d-minor","F04","FIX_SHARED"
"HTML","/chords/d-sus2","F04|F07","FIX_SHARED"
"HTML","/chords/d-sus4","F04|F07","FIX_SHARED"
"HTML","/chords/diminished","V02","FIX_SHARED"
"HTML","/chords/e-7","F04|F07","FIX_SHARED"
"HTML","/chords/e-add9","F04|F07","FIX_SHARED"
"HTML","/chords/e-augmented","F04|F07","FIX_SHARED"
"HTML","/chords/e-diminished","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-7","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-add9","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-augmented","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-diminished","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-m7","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-m7-flat5","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-madd9","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-maj7","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-major","F04|F06","ENHANCE_SPECIFIC"
"HTML","/chords/e-flat-minor","F04","FIX_SHARED"
"HTML","/chords/e-flat-sus2","F04|F07","FIX_SHARED"
"HTML","/chords/e-flat-sus4","F04|F07","FIX_SHARED"
"HTML","/chords/e-m7","F04|F07","FIX_SHARED"
"HTML","/chords/e-m7-flat5","F04|F07","FIX_SHARED"
"HTML","/chords/e-madd9","F04|F07","FIX_SHARED"
"HTML","/chords/e-maj7","F04|F07","FIX_SHARED"
"HTML","/chords/e-minor","F04","FIX_SHARED"
"HTML","/chords/e-sus2","F04|F07","FIX_SHARED"
"HTML","/chords/e-sus4","F04|F07","FIX_SHARED"
"HTML","/chords/f-7","F04|F07","FIX_SHARED"
"HTML","/chords/f-add9","F04|F07","FIX_SHARED"
"HTML","/chords/f-augmented","F04|F07","FIX_SHARED"
"HTML","/chords/f-diminished","F04|F07","FIX_SHARED"
"HTML","/chords/f-m7","F04|F07","FIX_SHARED"
"HTML","/chords/f-m7-flat5","F04|F07","FIX_SHARED"
"HTML","/chords/f-madd9","F04|F07","FIX_SHARED"
"HTML","/chords/f-maj7","F04|F07","FIX_SHARED"
"HTML","/chords/f-major","F04","FIX_SHARED"
"HTML","/chords/f-minor","F04","FIX_SHARED"
"HTML","/chords/f-sharp-7","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-add9","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-augmented","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-diminished","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-m7","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-m7-flat5","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-madd9","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-maj7","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-major","F04","FIX_SHARED"
"HTML","/chords/f-sharp-minor","F04","FIX_SHARED"
"HTML","/chords/f-sharp-sus2","F04|F07","FIX_SHARED"
"HTML","/chords/f-sharp-sus4","F04|F07","FIX_SHARED"
"HTML","/chords/f-sus2","F04|F07","FIX_SHARED"
"HTML","/chords/f-sus4","F04|F07","FIX_SHARED"
"HTML","/chords/finder","N03","FIX_SHARED"
"HTML","/chords/g-7","F04|F07","FIX_SHARED"
"HTML","/chords/g-add9","F04|F07","FIX_SHARED"
"HTML","/chords/g-augmented","F04|F07","FIX_SHARED"
"HTML","/chords/g-diminished","F04|F07","FIX_SHARED"
"HTML","/chords/g-m7","F04|F07","FIX_SHARED"
"HTML","/chords/g-m7-flat5","F04|F07","FIX_SHARED"
"HTML","/chords/g-madd9","F04|F07","FIX_SHARED"
"HTML","/chords/g-maj7","F04|F07","FIX_SHARED"
"HTML","/chords/g-minor","F04","FIX_SHARED"
"HTML","/chords/g-sharp-minor","F04","FIX_SHARED"
"HTML","/chords/g-sus2","F04|F07","FIX_SHARED"
"HTML","/chords/g-sus4","F04|F07","FIX_SHARED"
"HTML","/chords/suspended","V02","FIX_SHARED"
"HTML","/guide/piano-chords","F03","ENHANCE_SPECIFIC"
"PDF","/reference/assets/chord-b-flat-major.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-sharp-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-major.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-major.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-major.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-major.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-major.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-sharp-minor.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-augmented.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-diminished.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-sus2.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-sus4.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-m7-flat5.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-m7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-maj7.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-flat-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-a-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-flat-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-b-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-c-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-flat-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-d-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-flat-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-e-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-f-sharp-madd9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-add9.pdf","F04","FIX_SHARED"
"PDF","/reference/assets/chord-g-madd9.pdf","F04","FIX_SHARED"
